risk_score,y_true,triage_bucket
0.02801052,0,Approve
0.02782588,0,Approve
0.027721466,0,Approve
0.027713126,0,Approve
0.027530674,0,Approve
0.027416049,0,Approve
0.027231561,0,Approve
0.027230153,0,Approve
0.027090257,0,Approve
0.027063139,0,Approve
0.026834244,0,Approve
0.026702814,0,Approve
0.026650677,0,Approve
0.02640751,0,Approve
0.026139537,0,Approve
0.026132163,0,Approve
0.026040083,0,Approve
0.025907112,0,Approve
0.02575667,0,Approve
0.025649993,0,Approve
0.025306724,0,Approve
0.025249928,0,Approve
0.02516159,0,Approve
0.025122492,0,Approve
0.025117295,0,Approve
0.025116475,0,Approve
0.025105951,0,Approve
0.025032444,0,Approve
0.024853554,0,Approve
0.024467798,0,Approve
0.02436008,0,Approve
0.024342954,0,Approve
0.02419464,0,Approve
0.02415574,0,Approve
0.02414753,0,Approve
0.024121404,0,Approve
0.023940109,0,Approve
0.023725307,0,Approve
0.023478186,0,Approve
0.023459762,0,Approve
0.023427548,0,Approve
0.023353824,0,Approve
0.023267193,0,Approve
0.023168536,0,Approve
0.02311936,0,Approve
0.022868237,0,Approve
0.022841956,0,Approve
0.022599652,0,Approve
0.02243383,0,Approve
0.02239288,0,Approve
0.022138271,0,Approve
0.021950904,0,Approve
0.021922687,0,Approve
0.021903066,0,Approve
0.021352794,0,Approve
0.021341626,0,Approve
0.021339262,0,Approve
0.021080486,0,Approve
0.021074774,0,Approve
0.021069173,0,Approve
0.020967226,0,Approve
0.020681692,0,Approve
0.020647608,0,Approve
0.020615237,0,Approve
0.020603556,0,Approve
0.02028833,0,Approve
0.020050406,0,Approve
0.020012617,0,Approve
0.019708186,0,Approve
0.01934603,0,Approve
0.01928342,0,Approve
0.018733835,0,Approve
0.018324062,0,Approve
0.017773421,0,Approve
0.017748365,0,Approve
0.017700862,0,Approve
0.017594397,0,Approve
0.017586181,0,Approve
0.017515292,0,Approve
0.017403115,0,Approve
0.017204745,0,Approve
0.017133536,0,Approve
0.016729072,0,Approve
0.01645164,0,Approve
0.016356047,0,Approve
0.016310135,0,Approve
0.01629076,0,Approve
0.016282141,0,Approve
0.016282067,0,Approve
0.016163243,0,Approve
0.016126636,0,Approve
0.016082028,0,Approve
0.015987422,0,Approve
0.015925989,0,Approve
0.01591952,0,Approve
0.015896825,0,Approve
0.01587175,0,Approve
0.015853543,0,Approve
0.015815467,0,Approve
0.01574313,0,Approve
0.015735256,0,Approve
0.015683755,0,Approve
0.015627181,0,Approve
0.015594397,0,Approve
0.015590936,0,Approve
0.0155285075,0,Approve
0.015453994,0,Approve
0.015433374,0,Approve
0.015412914,0,Approve
0.01536058,0,Approve
0.015334811,0,Approve
0.0153328115,0,Approve
0.015331961,0,Approve
0.015271703,0,Approve
0.0152282715,0,Approve
0.01522045,0,Approve
0.015202371,0,Approve
0.015178019,0,Approve
0.015167194,0,Approve
0.015055698,0,Approve
0.015048925,0,Approve
0.015044467,0,Approve
0.0150087485,0,Approve
0.014873952,0,Approve
0.014873093,0,Approve
0.014868922,0,Approve
0.014858421,0,Approve
0.014856139,0,Approve
0.01481967,0,Approve
0.014810282,0,Approve
0.014808812,0,Approve
0.014808167,0,Approve
0.014773903,0,Approve
0.014744427,0,Approve
0.0147363655,0,Approve
0.0147134615,0,Approve
0.014663034,0,Approve
0.014660527,0,Approve
0.014650274,0,Approve
0.01463586,0,Approve
0.014610088,0,Approve
0.014599547,0,Approve
0.014583024,0,Approve
0.014562202,0,Approve
0.014558835,0,Approve
0.014555674,0,Approve
0.014547907,0,Approve
0.014523173,0,Approve
0.01451818,0,Approve
0.014503232,0,Approve
0.014487435,0,Approve
0.014476097,0,Approve
0.014475731,0,Approve
0.014410983,0,Approve
0.014408816,0,Approve
0.01438905,0,Approve
0.014369478,0,Approve
0.014338169,0,Approve
0.014335743,0,Approve
0.014325371,0,Approve
0.014319515,0,Approve
0.014317953,0,Approve
0.014316767,0,Approve
0.014296106,0,Approve
0.014265685,0,Approve
0.014262023,0,Approve
0.014222199,0,Approve
0.0142068835,0,Approve
0.01419096,0,Approve
0.014170628,0,Approve
0.014166019,0,Approve
0.014155833,0,Approve
0.014122254,0,Approve
0.014107835,0,Approve
0.014092013,0,Approve
0.014051426,0,Approve
0.014046057,0,Approve
0.014039289,0,Approve
0.014038479,0,Approve
0.014037654,0,Approve
0.014022257,0,Approve
0.014022053,0,Approve
0.014021217,0,Approve
0.014015047,0,Approve
0.013998011,0,Approve
0.013996721,0,Approve
0.013993135,0,Approve
0.013992274,0,Approve
0.013987032,0,Approve
0.013983783,0,Approve
0.013978702,0,Approve
0.013964677,0,Approve
0.013958218,0,Approve
0.0139514,0,Approve
0.013942901,0,Approve
0.013935829,0,Approve
0.013912234,0,Approve
0.013891807,0,Approve
0.01389167,0,Approve
0.013886672,0,Approve
0.013865193,0,Approve
0.01385837,0,Approve
0.013856368,0,Approve
0.013840863,0,Approve
0.013833849,0,Approve
0.0138182705,0,Approve
0.013816627,0,Approve
0.013816016,0,Approve
0.013815366,0,Approve
0.013794632,0,Approve
0.013791829,0,Approve
0.013776013,0,Approve
0.013762791,0,Approve
0.013755861,0,Approve
0.0137545075,0,Approve
0.013743064,0,Approve
0.0137364995,0,Approve
0.013724223,0,Approve
0.01371999,0,Approve
0.0137182865,0,Approve
0.013718054,0,Approve
0.013716538,0,Approve
0.013711998,0,Approve
0.013699687,0,Approve
0.01369939,0,Approve
0.013688757,0,Approve
0.013679425,0,Approve
0.013671218,0,Approve
0.013658801,0,Approve
0.013658093,0,Approve
0.013647108,0,Approve
0.013637849,0,Approve
0.013637495,0,Approve
0.013633821,0,Approve
0.013625436,0,Approve
0.01362384,0,Approve
0.013617921,0,Approve
0.013611325,0,Approve
0.013600293,0,Approve
0.013592062,0,Approve
0.013587856,0,Approve
0.013587856,0,Approve
0.013587192,0,Approve
0.013580297,0,Approve
0.01357061,0,Approve
0.013569634,0,Approve
0.013564171,0,Approve
0.013555681,0,Approve
0.013552176,0,Approve
0.013549077,0,Approve
0.013548402,0,Approve
0.013543343,0,Approve
0.013536967,0,Approve
0.013535803,0,Approve
0.013533511,0,Approve
0.013532684,0,Approve
0.013530717,0,Approve
0.013529253,0,Approve
0.013525263,0,Approve
0.0135242585,0,Approve
0.013521244,0,Approve
0.013519309,0,Approve
0.013511846,0,Approve
0.013511826,0,Approve
0.013511807,0,Approve
0.013507524,0,Approve
0.013504646,0,Approve
0.013504125,0,Approve
0.01348746,0,Approve
0.013482848,0,Approve
0.01348238,0,Approve
0.01347912,0,Approve
0.01347912,0,Approve
0.013475164,0,Approve
0.013475114,0,Approve
0.013475025,0,Approve
0.0134736495,0,Approve
0.013469384,0,Approve
0.013468377,0,Approve
0.013467072,0,Approve
0.013457559,0,Approve
0.013456198,0,Approve
0.013446675,0,Approve
0.013446535,0,Approve
0.01344214,0,Approve
0.0134269465,0,Approve
0.013424055,0,Approve
0.0134188775,0,Approve
0.013406869,0,Approve
0.013399151,0,Approve
0.013393505,0,Approve
0.013387672,0,Approve
0.01338478,0,Approve
0.013384756,0,Approve
0.01337822,0,Approve
0.013375408,0,Approve
0.013369507,0,Approve
0.013366631,0,Approve
0.01336247,0,Approve
0.013362124,0,Approve
0.013360389,0,Approve
0.013359189,0,Approve
0.013356146,0,Approve
0.0133557385,0,Approve
0.013352823,0,Approve
0.013351497,0,Approve
0.013350656,0,Approve
0.013326333,0,Approve
0.0133238,0,Approve
0.013320754,0,Approve
0.013320052,0,Approve
0.013316399,0,Approve
0.013316361,0,Approve
0.013313893,0,Approve
0.013312677,0,Approve
0.013309559,0,Approve
0.013308576,0,Approve
0.013303649,0,Approve
0.013297072,0,Approve
0.013287973,0,Approve
0.0132879345,0,Approve
0.013282422,0,Approve
0.01327919,0,Approve
0.013277336,0,Approve
0.013277336,0,Approve
0.013277336,0,Approve
0.013277336,0,Approve
0.013274524,0,Approve
0.013271838,0,Approve
0.013265926,0,Approve
0.013257547,0,Approve
0.013251017,0,Approve
0.013249421,0,Approve
0.013245425,0,Approve
0.013228485,0,Approve
0.013228242,0,Approve
0.013228173,0,Approve
0.013226169,0,Approve
0.013222785,0,Approve
0.013221995,0,Approve
0.013217484,0,Approve
0.013208022,0,Approve
0.013203996,0,Approve
0.013203821,0,Approve
0.01319034,0,Approve
0.0131885465,0,Approve
0.013185189,0,Approve
0.013182523,0,Approve
0.013181895,0,Approve
0.013181455,0,Approve
0.013177301,0,Approve
0.013177021,0,Approve
0.013173227,0,Approve
0.0131651275,0,Approve
0.013157591,0,Approve
0.013154526,0,Approve
0.01314882,0,Approve
0.013146741,0,Approve
0.013143265,0,Approve
0.013142696,0,Approve
0.013130487,0,Approve
0.013121068,0,Approve
0.013111736,0,Approve
0.013109255,0,Approve
0.01310352,0,Approve
0.013092886,0,Approve
0.013088235,0,Approve
0.01308103,0,Approve
0.013079178,0,Approve
0.013077221,0,Approve
0.013057978,0,Approve
0.0130564235,0,Approve
0.013049789,0,Approve
0.013030206,0,Approve
0.013029059,0,Approve
0.013027526,0,Approve
0.013017163,0,Approve
0.013007573,0,Approve
0.013005693,0,Approve
0.012996791,0,Approve
0.012986561,0,Approve
0.012971138,0,Approve
0.012945485,0,Approve
0.012942287,0,Approve
0.012932885,0,Approve
0.0129324775,0,Approve
0.012924304,0,Approve
0.012923764,0,Approve
0.012923069,0,Approve
0.01292237,0,Approve
0.012910237,0,Approve
0.012909062,0,Approve
0.012901259,0,Approve
0.012879045,0,Approve
0.012868278,0,Approve
0.012858609,0,Approve
0.012857125,0,Approve
0.012857125,0,Approve
0.012857125,0,Approve
0.012832644,0,Approve
0.012831896,0,Approve
0.012830427,0,Approve
0.0128159225,0,Approve
0.0127902785,0,Approve
0.012776113,0,Approve
0.012773912,0,Approve
0.012767456,0,Approve
0.012765773,0,Approve
0.012731756,0,Approve
0.012714566,0,Approve
0.012709167,0,Approve
0.012611137,0,Approve
0.012604204,0,Approve
0.012533915,0,Approve
