rank,risk_score,actual_fraud,reason_code
66,0.1765,1,[MILD] High risk: BasePolicy = 'Liability' (SHAP: +0.0647)
66,0.1765,1,[MILD] High risk: Fault = 'Policy Holder' (SHAP: +0.0573)
66,0.1765,1,[MILD] High risk: PolicyType = 'Sedan - Collision' (SHAP: +0.0482)
66,0.1765,1,[MILD] Low risk: Month = 'Jul' (SHAP: -0.0174)
66,0.1765,1,[MILD] High risk: Age (SHAP: +0.0090)
67,0.1765,0,[MILD] High risk: Fault = 'Policy Holder' (SHAP: +0.0585)
67,0.1765,0,[MILD] High risk: BasePolicy = 'Liability' (SHAP: +0.0580)
67,0.1765,0,[MILD] High risk: PolicyType = 'Sedan - Collision' (SHAP: +0.0218)
67,0.1765,0,[MILD] High risk: Age (SHAP: +0.0137)
67,0.1765,0,[MILD] High risk: BasePolicy = 'All Perils' (SHAP: +0.0081)
68,0.1765,0,[MILD] High risk: Fault = 'Policy Holder' (SHAP: +0.0572)
68,0.1765,0,[MILD] High risk: BasePolicy = 'Liability' (SHAP: +0.0540)
68,0.1765,0,[MILD] High risk: Age (SHAP: +0.0383)
68,0.1765,0,[MILD] High risk: PolicyType = 'Sedan - Collision' (SHAP: +0.0207)
68,0.1765,0,[MILD] Low risk: Make = 'Chevrolet' (SHAP: -0.0146)
69,0.1765,0,[MILD] High risk: BasePolicy = 'Liability' (SHAP: +0.0623)
69,0.1765,0,[MILD] High risk: Fault = 'Policy Holder' (SHAP: +0.0585)
69,0.1765,0,[MILD] High risk: PolicyType = 'Sedan - Collision' (SHAP: +0.0223)
69,0.1765,0,[MILD] High risk: Age (SHAP: +0.0138)
69,0.1765,0,[MILD] High risk: BasePolicy = 'All Perils' (SHAP: +0.0080)
70,0.1765,0,[MILD] High risk: BasePolicy = 'Liability' (SHAP: +0.0642)
70,0.1765,0,[MILD] High risk: Fault = 'Policy Holder' (SHAP: +0.0587)
70,0.1765,0,[MILD] High risk: PolicyType = 'Sedan - Collision' (SHAP: +0.0218)
70,0.1765,0,[MILD] High risk: Age (SHAP: +0.0131)
70,0.1765,0,[MILD] High risk: BasePolicy = 'All Perils' (SHAP: +0.0081)
71,0.1765,0,[MILD] High risk: BasePolicy = 'Liability' (SHAP: +0.0639)
71,0.1765,0,[MILD] High risk: Fault = 'Policy Holder' (SHAP: +0.0556)
71,0.1765,0,[MILD] High risk: PolicyType = 'Sedan - Collision' (SHAP: +0.0191)
71,0.1765,0,[MILD] High risk: BasePolicy = 'All Perils' (SHAP: +0.0125)
71,0.1765,0,[MILD] High risk: Age (SHAP: +0.0068)
72,0.1765,0,[MILD] High risk: BasePolicy = 'Liability' (SHAP: +0.0634)
72,0.1765,0,[MILD] High risk: Fault = 'Policy Holder' (SHAP: +0.0573)
72,0.1765,0,[MILD] High risk: Age (SHAP: +0.0384)
72,0.1765,0,[MILD] High risk: PolicyType = 'Sedan - Collision' (SHAP: +0.0207)
72,0.1765,0,[MILD] Low risk: Make = 'Chevrolet' (SHAP: -0.0146)
73,0.1765,0,[MILD] High risk: BasePolicy = 'Liability' (SHAP: +0.0645)
73,0.1765,0,[MILD] High risk: Fault = 'Policy Holder' (SHAP: +0.0586)
73,0.1765,0,[MILD] High risk: PolicyType = 'Sedan - Collision' (SHAP: +0.0223)
73,0.1765,0,[MILD] High risk: Age (SHAP: +0.0130)
73,0.1765,0,[MILD] High risk: BasePolicy = 'All Perils' (SHAP: +0.0081)
74,0.1765,0,[MILD] High risk: BasePolicy = 'Liability' (SHAP: +0.0656)
74,0.1765,0,[MILD] High risk: Fault = 'Policy Holder' (SHAP: +0.0585)
74,0.1765,0,[MILD] High risk: PolicyType = 'Sedan - Collision' (SHAP: +0.0223)
74,0.1765,0,[MILD] High risk: Age (SHAP: +0.0136)
74,0.1765,0,[MILD] High risk: BasePolicy = 'All Perils' (SHAP: +0.0080)
75,0.1765,0,[MILD] High risk: BasePolicy = 'Liability' (SHAP: +0.0618)
75,0.1765,0,[MILD] High risk: Fault = 'Policy Holder' (SHAP: +0.0575)
75,0.1765,0,[MILD] High risk: PolicyType = 'Sedan - Collision' (SHAP: +0.0478)
75,0.1765,0,[MILD] Low risk: Month = 'Jul' (SHAP: -0.0174)
75,0.1765,0,[MILD] High risk: BasePolicy = 'All Perils' (SHAP: +0.0091)
76,0.1765,0,[MILD] High risk: BasePolicy = 'Liability' (SHAP: +0.0648)
76,0.1765,0,[MILD] High risk: Fault = 'Policy Holder' (SHAP: +0.0587)
76,0.1765,0,[MILD] High risk: PolicyType = 'Sedan - Collision' (SHAP: +0.0218)
76,0.1765,0,[MILD] High risk: Age (SHAP: +0.0098)
76,0.1765,0,[MILD] High risk: BasePolicy = 'All Perils' (SHAP: +0.0092)
77,0.1765,0,[MILD] High risk: BasePolicy = 'Liability' (SHAP: +0.0644)
77,0.1765,0,[MILD] High risk: Fault = 'Policy Holder' (SHAP: +0.0587)
77,0.1765,0,[MILD] High risk: PolicyType = 'Sedan - Collision' (SHAP: +0.0223)
77,0.1765,0,[MILD] High risk: Age (SHAP: +0.0111)
77,0.1765,0,[MILD] High risk: BasePolicy = 'All Perils' (SHAP: +0.0091)
